transaction_id,customer_id,customer_name,customer_age,customer_gender,customer_address,transaction_date,transaction_amount,merchant_category,payment_method
a0264418-7dd6-4fcc-99c9-2c1251b26830,6d7bffc3-886a-412c-a173-ed9c5a452a8a,Larry Beard,45,Female,"04413 Garcia Ridges Suite 123
Richardfurt, MO 25106",2024-06-28,390.92,Electronics,Debit Card
f56e97ee-9cc9-4abf-b253-167a0b71bb5e,4c814402-2e12-4cce-b309-95eea340c5ca,James Davis,41,Female,"6355 Kennedy Parkways
South Cherylshire, MT 41180",2024-01-29,176.61,Electronics,Online Payment
9ca3986b-5fd2-4e80-b379-f70ab0fb16d6,39d2f636-945d-4a66-ae4c-083fa04b7c1c,Caroline Valdez,79,Female,"23541 Holt Cape Apt. 658
West Patrickton, IA 66725",2021-05-26,423.06,Electronics,Credit Card
a3c67c87-e85a-4799-923b-27a39cedfb01,6e0b2ec7-e605-4390-9633-aa72ca556af8,Brittany Lopez,60,Male,"58034 Sylvia Prairie
East Jonathanstad, AK 80676",2022-08-20,477.6,Clothing,Credit Card
e915cda2-66e7-4a27-8c5b-ac64c9cf0cac,82cd9103-aa80-41ed-a797-d526b2a6027d,Ryan Arroyo,81,Female,"0591 Kathleen Station
Katelynport, WV 53676",2023-12-17,225.66,Grocery,Credit Card
eee592e6-d449-496a-a95e-d64618750b46,c4dd6d5f-4ed2-4e2d-841a-369eec4454ce,Alejandro Taylor,25,Female,"8063 Salazar Passage Suite 374
New Ashley, MT 46281",2023-11-22,514.68,Grocery,Credit Card
d1e4f0b7-7f00-43d3-a435-738138cea7dd,9ae7a533-5bc2-4477-8cf2-4e1167355a94,Regina Ellis,36,Female,"33063 Christine Rue Suite 951
Johnside, TN 79510",2022-01-24,861.82,Entertainment,Credit Card
1837d0b4-d800-473f-930d-178c1947c8e5,72a6e256-e56d-4e84-9335-778deae428b8,Chad Haynes,39,Other,"48040 Bender Drive
Jacksonmouth, DE 32858",2020-05-16,825.36,Entertainment,Online Payment
5ab38e3b-44e6-439b-8ebc-1f97480ea0fd,39e5dd57-b814-4bbb-8339-cd0b69d17733,Jonathan King,53,Other,"2803 Anderson Expressway
Richardburgh, MO 43194",2020-01-04,968.06,Clothing,Online Payment
4b0e1634-e9fc-41ae-9972-6865224de356,f455fe71-2b19-4bde-9601-dd3ac2b32245,Mrs. Kathleen Douglas,58,Female,"6569 Scott Port
Lake Katherineside, HI 77373",2021-07-17,839.63,Dining,Credit Card
2a210ecf-f5da-4d88-8120-961d8d6be035,320b757f-4ffb-470f-8b8f-d51714a5269a,Randall Sullivan,29,Male,"355 Roberts Parkways
East Lawrenceborough, AR 13847",2023-10-08,180.51,Clothing,Online Payment
5cf850a1-7c65-4725-ace2-37875f949f18,5b2dd1a0-1aad-4f09-a96d-06aec66646f6,Jessica Silva,74,Male,"8386 Carson Turnpike Apt. 826
Lake Eileen, AR 46537",2021-05-10,396.38,Grocery,Online Payment
471db017-5f56-43d0-8fb0-3227149252dd,4f43dd6c-81ed-4343-bc5f-07d6675bc63d,Barbara Brown,73,Other,"9692 Freeman Extensions
Guerrabury, WY 15123",2021-01-01,815.92,Clothing,Cash
26c39667-9849-4224-b390-583a4efa39ce,90ef1322-08f3-4cbe-b44a-3ec62241db70,Nicholas Jimenez,37,Female,"57788 John Cliff
Willisland, NY 14809",2021-02-18,521.79,Grocery,Cash
329cefee-cab0-4491-95c4-bf2483e4e0b1,b954b19b-bdb5-40d1-bb11-2ccdc109804a,Joseph Woods,36,Male,"002 Frost Cliff Suite 955
South Brittany, IL 12765",2020-07-19,973.68,Clothing,Credit Card
e89cab66-1c3a-4cf0-9280-f0977e0e390e,7459c90e-cf6e-4753-b5ae-95c4e1738e85,Michelle Campbell,54,Male,"59602 Ruiz Points
Kaneshire, SC 84209",2022-04-30,379.28,Dining,Online Payment
66f5378f-8fa8-4c08-bdc6-d1b204f4b474,c442ba6b-4f78-426d-8389-314800fe667b,Carol Shaw,80,Male,"89156 Henderson Haven
Kellyshire, DE 95988",2022-11-06,401.19,Clothing,Credit Card
34f3950e-2bf0-4e0d-9894-30b7a5c6b612,4f9fb21d-a234-4947-8692-4b28b46ba768,Samantha Martinez,40,Female,"381 Eric Stravenue Suite 981
Christopherfurt, SD 21673",2023-04-08,233.67,Electronics,Credit Card
908703b6-6f3f-4071-b753-a26f3711bf54,39d91d5c-b384-41d3-a3b6-260ef0f1139a,William King,89,Other,"7272 Serrano Island
Craigville, AZ 15457",2020-05-31,133.36,Grocery,Online Payment
ee5e5b69-3d36-4be5-88dd-23955304a91e,511409cd-2ce3-4b32-8065-94641215c2c5,Carol Schneider,75,Other,"8056 Margaret Land
Mariafort, TN 11023",2020-10-21,388.92,Travel,Online Payment
1f3d34df-ddf1-44a8-9f9d-b1ea28a458a9,19d91970-cc87-4e1f-a805-9164c107c45b,Kimberly Cantrell,33,Female,"88931 White Oval
Brittanyfort, DE 32167",2021-12-21,242.82,Clothing,Debit Card
a378e116-8b49-4549-b422-681f3fba19a6,6b097384-e09e-44f0-b4bc-00f7323e75f1,Sandra Murray,50,Female,"462 Lindsay Villages
Morrisfurt, SC 74402",2020-08-01,567.76,Travel,Credit Card
6f479af8-b6e7-461a-9d1f-eaef38317fbe,832cc36f-e239-4533-a7a3-089e7b6b5596,Kimberly Keller,54,Female,"242 Berger Via Apt. 097
Patricialand, GA 57517",2020-09-26,512.1,Dining,Online Payment
e7f2223b-1488-4b72-a75d-3a5bf06054d3,fa9ad98e-28ab-4088-8a17-0b0eb41565d8,Joseph Jimenez,59,Male,"957 Webb Stravenue
Lake Gregfort, IA 78582",2022-07-24,859.56,Entertainment,Debit Card
d582741b-2fce-4814-888d-fc4a6640fff9,3bf24b13-9da4-4afb-b681-101c5b180893,Amanda Scott,21,Male,"Unit 7395 Box 7666
DPO AA 63330",2023-05-21,633.03,Travel,Cash
3155995b-d6cb-46b0-9d21-dab6ed2da59e,75143c3f-0df7-40e0-9f15-d8f6eee15b96,Lance Mathis,27,Other,"52814 Jonathon Plaza Suite 968
Sarahberg, AK 17799",2024-02-26,886.08,Electronics,Online Payment
92319585-ee42-4702-87ba-1be622ade455,852a2b75-fe36-4111-ad6a-b2fbe0f6487d,April Washington,90,Female,"5179 Stephanie Underpass
North Lisa, SD 50698",2022-09-18,566.19,Electronics,Debit Card
c9b90abe-d274-4f8c-a45b-3f08d7f01d97,94eafbde-9789-467e-bf9d-5ea50045dc05,Bradley Kelley,77,Other,"8040 Lewis Station Suite 962
Melaniemouth, VT 80141",2024-04-19,500.65,Dining,Debit Card
e8e3bc04-74b0-4347-b84b-879bc78baaec,55b9ccf0-86e1-42b0-b30d-3ad47709e513,Kyle Pacheco,83,Male,"0909 Graves Rapids Suite 641
New Joseshire, VT 02129",2023-03-03,384.44,Electronics,Debit Card
ee04249b-a902-4173-b702-cd30fa7d70b5,a8f730bb-52a0-4ef4-b7bb-fca117b116c3,Cody Miller,45,Male,"6172 Gilbert Village Suite 915
Manuelfurt, SD 24241",2020-03-05,198.29,Travel,Credit Card
d3ca6761-d3f5-4d92-984f-f7bb2fe56b19,809c404d-8651-49d6-9e80-08a0601bd071,Steven Peterson,22,Other,"53115 Elijah Dale Suite 687
Shannonshire, CT 08932",2020-01-04,891.29,Grocery,Cash
34be5034-0a63-4059-8cb4-2bec3252da3e,b9463038-a05b-4cf9-9d44-85b26fbbadd4,Amy Thompson,63,Female,"3688 John Trafficway Apt. 651
New Ericchester, VA 21663",2020-02-02,419.84,Travel,Debit Card
3ea92af5-81f5-4019-b80c-889d9fd73f27,35795416-46bd-4f18-93f5-0695d951235c,Daniel Fleming,23,Female,"568 Dana Drive
West Brianbury, MS 12368",2023-03-20,174.89,Electronics,Credit Card
cc69e481-a84a-4c1a-a9af-deae475c0dd6,6bad3ff5-7a27-404e-a249-8b28ad284ad4,Timothy Hampton,87,Male,"67711 Gina Station
South Jesse, NV 91735",2023-08-29,869.46,Dining,Cash
51b05b76-9235-420f-b769-c9d9468dce6e,300d03d0-31fa-4f65-8ef2-0256d042bd94,Stephanie Carr,79,Male,"5597 Cortez Dam
Carlastad, OK 89838",2022-07-18,998.63,Dining,Online Payment
bb705f48-39c3-4b97-947d-c3158bcb25b7,3434816c-833f-4634-a8f4-d704b02b6812,Scott Hoover,43,Male,"107 Medina Hills Apt. 698
East Lawrence, MD 69433",2022-08-19,251.77,Grocery,Cash
0c06890b-0cec-4c97-9a98-958ee0845592,4bf91536-6fa6-40e2-b2f4-f4523377a9bd,Lauren Smith,55,Female,"79992 Erin Mills Suite 098
Peterton, SC 53488",2020-11-05,343.04,Travel,Credit Card
acadf131-26b1-45a0-ac2e-ddcd2473c572,56231b70-366b-4bb6-9285-31282335ec09,Sarah Smith,22,Male,"2460 Diana Bridge
East Juliabury, MA 14877",2023-09-03,445.66,Clothing,Debit Card
a56bf77c-d0cb-444b-80db-81bb128dad9b,953e6570-03ed-4d54-81fb-1da2e1ed301d,Anthony Thompson,55,Other,"66656 Hill Court Suite 991
North Cynthia, NY 84428",2021-03-12,574.8,Electronics,Credit Card
ee33a681-b3da-43e6-aa0c-0970ff704ad7,321d1240-3de6-473d-895c-1e227e0051d3,Megan Bray,39,Male,"177 Cox Cove Apt. 905
South Amanda, TX 24155",2021-09-14,816.23,Grocery,Cash
64044126-eb56-4875-bf6c-36948d25f1d4,e793409f-0ad1-4120-967e-8068104a6f10,Eric Hodges,41,Other,"64210 Molina Center
Owensfort, NH 89682",2023-07-27,255.81,Grocery,Cash
f94b7535-b3de-4e18-b91c-429f0a1f3e43,556d6270-665a-45ea-a97b-f6de551fdffe,Lauren Salazar,48,Other,"3055 Jimenez Field Apt. 833
West Jonathanstad, AK 87618",2020-02-17,585.38,Grocery,Cash
f8dbd2e6-8fbc-4b20-ab7c-dcd0f56cf625,dc2dada2-20c7-487e-a76d-7def59801e89,Tammy Mays,63,Female,"716 Davila Street Apt. 793
East Genebury, KY 01665",2020-02-11,947.71,Entertainment,Debit Card
de9822eb-5b02-40f3-8874-e320e18e27e9,aaf62c15-6180-440e-b2e5-b9418c41937d,Timothy Robinson,40,Male,"057 Kline Place Suite 539
Montgomeryfurt, NE 43667",2023-03-31,479.89,Grocery,Credit Card
3bb34b84-e55d-4b40-87ae-1449d63534ce,eb7d4939-5e61-4b8c-956e-8701a20d5c5c,Paul Lane,52,Other,"764 Ashley Ville Apt. 707
Bryanborough, NE 43008",2022-11-15,788.31,Entertainment,Debit Card
69aee694-fc58-4898-b6a2-f0daae65a1af,7be6db5a-773d-4647-a7f3-df4756aaeb7c,Jacqueline Anderson,45,Other,"7365 Ryan Hills
East Josephfort, NY 33907",2022-10-16,601.77,Grocery,Online Payment
a397dc1d-806b-42b0-918f-4ddc9c3a50a8,7b45d346-9321-4f18-8478-2e2bb86700f5,James Gross,57,Female,"0143 Jessica Hill Apt. 454
Walshstad, OR 31976",2022-09-03,158.9,Electronics,Debit Card
d5a66b38-d661-4848-89f9-ea5e7736ac2d,368adb32-8800-4b0c-9d35-15f0618004f3,Lisa Walters,83,Other,"96108 Leonard Pines
South Timothyborough, NM 81798",2021-12-10,757.42,Travel,Cash
46e7ccd8-cd87-4eb2-9212-d9e1a689aa72,9a1dc5f5-0a69-4e11-b145-9efecfb47deb,Richard Gilbert,21,Other,"56033 Garcia Creek
South Jeremy, LA 07638",2023-04-12,173.78,Dining,Online Payment
cbeef602-d796-49c9-a1f2-e79875386049,b4fb07d3-9e1e-42c1-8605-074417ffb1e2,Michele King,60,Other,"5690 Kara Turnpike
Daviston, CO 37174",2023-02-03,739.27,Clothing,Credit Card
979e414d-e9cb-426b-a692-0cbd9d877596,21f0c552-5c04-47df-b572-6e854313ab1b,Shannon Jones,37,Female,"5391 Judith Prairie Suite 507
West Rachel, NJ 56164",2020-08-02,666.17,Electronics,Debit Card
7b38b14a-63af-4124-83f8-4ed3bfd6075d,0798b439-cf2e-4a99-b755-d29e21fc19d0,Daniel Smith,41,Female,"228 Cameron Route
West Andrewside, WI 75602",2020-02-14,977.54,Dining,Debit Card
f7717c13-e6a3-48f7-a1cf-22f387743b11,917bfbdb-cce4-4b5c-bc11-26624e718f91,Christopher Mcintosh,19,Other,"562 Mcdaniel Walk
New Natalie, NC 70087",2021-12-20,175.28,Electronics,Cash
92a4b119-4242-4a62-a746-f7ffd8feb3d9,a8d7c996-eb5b-429e-bda5-7f8b50db12dc,Keith King,41,Male,"5599 Martinez Harbors Suite 821
New Kimberlyhaven, NJ 30429",2020-09-24,891.77,Grocery,Debit Card
44543e0b-1f1c-4840-b188-de56620c6cd0,7e14de35-cf1a-45bb-a08e-af2489426d13,Joseph Roberts,70,Male,"8798 Powell Spurs Suite 010
Jesseside, SD 89600",2022-11-24,434.51,Electronics,Cash
c7786fb7-2290-4ce2-94e0-62416757f979,2287a767-3f03-41d5-a073-343570d23b0e,Jennifer Jones,56,Male,"8463 Jonathan Walk Suite 926
North Johnville, VT 96269",2020-01-10,697.25,Electronics,Online Payment
350eaa01-b1f2-48fe-bc22-c51e89a5d098,b8241367-3894-4cb2-94bc-e69d383e80b7,Elizabeth Davis,64,Female,"PSC 8362, Box 7819
APO AP 14861",2022-11-11,352.27,Grocery,Debit Card
2a658a3e-64c8-4271-b3ee-fe61cedd12eb,1d00a913-eb6d-43cc-bae6-173b9c81cb2d,Kristen Rodriguez,79,Female,"426 Wolfe Pike Suite 398
Kristenland, DC 96744",2022-03-24,366.98,Clothing,Debit Card
1a78eb35-434c-4f70-b2ba-4abde84c7d0a,c3544394-f8bc-4a47-a710-c2fd1009486f,Jessica Miller,82,Male,"USNV Arias
FPO AE 69192",2021-01-15,211.99,Dining,Credit Card
f8694c05-f3ea-418a-8566-181dc3cb50d4,4fdb836f-4f7d-4e13-aa82-67c9706b2c4d,Michael Patel,32,Female,"377 Karen Hills
Lake Aaronburgh, ME 28244",2023-08-25,332.76,Electronics,Cash
76723812-a7a4-492a-8a55-b8a4ddf25c1f,de22a619-4113-4c62-9389-60f9cba726bf,Bradley Clark,26,Other,"62054 Johnson Meadows Suite 035
Wolfeview, DE 13519",2024-05-21,112.62,Entertainment,Debit Card
15498147-06fe-4986-8eee-82ef60a15e88,e0a4927f-84df-461f-91dc-1d4434f8d17a,Juan Turner,35,Female,"17976 Humphrey Squares
Patriciashire, SD 54594",2021-06-05,466.2,Grocery,Debit Card
36d39cf9-2a58-4b7e-83dd-375469c8dfc1,85832d1b-689b-4ce1-8a16-20d092fde054,Brian Harris,52,Other,"2003 Smith Station
Port Monicaland, VA 52150",2022-01-16,983.46,Grocery,Online Payment
9f2971ee-4770-49b9-9287-a61129d227d7,504ee195-2aba-4f5f-8746-60b414f9a728,Robert Mills,22,Other,"955 Rosales Hill
Nicolemouth, NE 02610",2024-03-03,632.67,Grocery,Credit Card
2cfa323f-a6b3-4bcf-aa37-7ccd039ccb74,93c01f36-2b81-4747-9999-7aa45e6e4f89,Alexis Henderson,28,Other,"Unit 9262 Box 8184
DPO AA 78127",2023-11-12,805.28,Travel,Credit Card
cbde207d-e917-42ee-9970-36ffed690d7b,20b58458-b895-4e81-b737-9610d2d8bd53,Antonio Holt,55,Female,"1886 Mason Glen
Melindafurt, FL 49544",2020-10-07,190.38,Grocery,Credit Card
2e0d903f-50e4-4120-8dfd-3da62e369e10,28826d32-2469-4af9-85d0-898d77e5381e,Kathleen Mays,18,Other,"190 Sherry Burgs Suite 761
Christopherfurt, VT 66928",2021-05-22,819.99,Travel,Debit Card
ad979620-46bd-4b99-97ae-5ffe037824f7,f6af76fb-1917-4440-bd56-78f300e993bf,Pamela Dawson,78,Other,"57299 Lisa Locks
North Tammy, CA 28583",2023-04-07,755.3,Dining,Debit Card
f5f303b0-6117-4545-bed9-406b534f3658,e8c42025-042b-4524-85fe-6e22b36945ab,Daniel Ford,77,Male,"60762 Wu Hill
West John, AZ 08593",2021-01-20,111.94,Entertainment,Credit Card
6a81aa3e-2477-4556-a4c0-81a6d3c990f7,d26666b0-7a88-4bbc-af7a-b523fe8362a5,Greg Kerr,63,Other,"8978 Black Junction Suite 318
Nicholstown, AL 75725",2020-05-22,946.11,Dining,Online Payment
7682ded8-9658-443d-a598-94bfda842c2c,7823f994-204d-461e-a612-648abf9253a1,David Reynolds,75,Other,"20977 Todd Mission
Jamesburgh, RI 69213",2020-07-21,169.55,Grocery,Debit Card
27c648b2-9e0b-4784-bf7e-1b9bef22a346,1bc405da-1d04-454e-a834-1c2873866873,Ryan Alvarez,86,Female,"426 Kelly Skyway Suite 407
Sanchezfort, PA 15280",2023-05-31,490.8,Clothing,Online Payment
f45dbbff-3f64-4a17-bf98-ee0449a26859,2d131881-7be3-4828-bab1-e2376c17a9d3,Sarah Barton,22,Male,"6576 Ryan Hollow Apt. 478
New Michaelburgh, RI 12210",2021-03-23,783.1,Travel,Credit Card
d9c4722b-0ea9-432b-9351-d5d53891d86b,b834a700-c7d2-475d-9609-b92178fcea3f,Gina Ruiz,61,Other,"USS Moss
FPO AE 10757",2022-04-08,631.57,Entertainment,Debit Card
9c7a30a1-e9b8-42a2-9939-6bbe9b6bb5ff,f15b850e-2e1f-4ffe-9856-ffa02f28f4ce,Stephen Carter,61,Other,"2243 Woods Underpass
Lake Jonathanfurt, KY 95671",2024-04-23,623.95,Electronics,Online Payment
d0c01fa5-eda2-45a0-bf86-352f70920b9a,1cd0ea10-5d1d-4bf8-aba4-b58d399898c6,Bryan Thornton,73,Male,"2586 Bishop Inlet
Stevenbury, NY 84990",2022-02-27,997.97,Clothing,Online Payment
21f6fb48-a3c2-47a9-a969-09c8edd54924,b3cef82d-8eb7-458d-b1a5-9f316edfe85d,Sara Andersen,65,Male,"3689 Mills Groves Suite 922
West Joelbury, MT 55274",2024-06-05,666.62,Grocery,Debit Card
bb3d5427-40ef-44f0-8bfb-f012f1bcb66d,e9f9fe11-d316-4789-beb7-66f0901f5103,Kelsey Olson,50,Male,"45751 Samantha Park
Wardchester, MN 50173",2022-05-27,396.15,Clothing,Credit Card
4dc0f1da-1cd7-47e9-a29b-e080e4f7def8,9e261b2c-df59-4440-8265-fe3940b914dc,Richard Moyer,36,Male,"471 Julia Burgs
Patelberg, CT 20506",2021-09-30,642.52,Clothing,Cash
9c7366f1-e0fd-4fa2-b961-c1e53835903d,bd16fba1-b121-4aa3-b4f7-294c56c8da70,Megan Tyler,83,Female,"21263 Murray Trafficway Suite 463
Lake Donaldland, LA 07656",2022-02-19,816.63,Dining,Cash
0df30e01-1cba-4525-b6c2-3b957de63714,ba3cd2b7-d6ef-43b4-9e15-5ade6872683b,Terri Cortez,23,Female,"USNS Fleming
FPO AE 39779",2020-05-28,695.82,Electronics,Credit Card
